Cited paper title,Cited paper eid,Citing paper title,Citing paper eid,Cited paper link,Citing paper link
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"10th International Conference on Computational Data and Social Networks, CSoNet 2021",2-s2.0-85121867653,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85121867653&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"14th EAI International Conference on Mobile Multimedia Communications, Mobimedia 2021",2-s2.0-85119434350,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85119434350&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"18th IFIP WG 11.12 International Symposium on Human Aspects of Information Security and Assurance, HAISA 2024",2-s2.0-85211378993,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211378993&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"18th IFIP WG 11.12 International Symposium on Human Aspects of Information Security and Assurance, HAISA 2024",2-s2.0-85211315655,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211315655&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"18th International Symposium on Algorithms and Data Structures, WADS 2023",2-s2.0-85172791369,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85172791369&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"22nd International Conference on Web Engineering, ICWE 2022",2-s2.0-85135074985,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85135074985&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"47th International Conference on Very Large Data Bases, VLDB 2021",2-s2.0-85115628837,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85115628837&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"47th International Conference on Very Large Data Bases, VLDB 2021",2-s2.0-85115288921,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85115288921&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"47th International Conference on Very Large Data Bases, VLDB 2021",2-s2.0-85115171010,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85115171010&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"7th International Work-Conference on Bioinformatics and Biomedical Engineering, IWBBIO 2019",2-s2.0-85065708082,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85065708082&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Defense Mechanism Against LOKI Attacks in Federated Learning for Enhancing Big Data Privacy in Mobile Systems,2-s2.0-85218001251,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218001251&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Federated Learning-Based Approach for Predicting Cross-Domain Network Attack Behavior,2-s2.0-85186686193,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85186686193&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Fully Privacy-Preserving Solution for Anomaly Detection in IoT using Federated Learning and Homomorphic Encryption,2-s2.0-85176413056,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85176413056&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Mimic Defense Mechanism for Mobile Communication User Data Based on MSISDN Virtualization,2-s2.0-85051392840,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85051392840&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Novel Enhanced Approach for Security and Privacy Preserving in IoT Devices with Federal Learning Technique,2-s2.0-85200414610,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85200414610&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Survey on Federated Unlearning,2-s2.0-85184368860,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85184368860&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"A contemplative perspective on federated machine learning: Taxonomy, threats & vulnerability assessment and challenges",2-s2.0-85108078935,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85108078935&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A federated and explainable approach for insider threat detection in IoT,2-s2.0-85174156807,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85174156807&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"A multifaceted survey on privacy preservation of federated learning: progress, challenges, and opportunities",2-s2.0-85196529343,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85196529343&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A novel real-time trajectory compression method for privacy protection,2-s2.0-85148540863,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85148540863&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Adaptive Neural-Network-Based Unscented Kalman Filter for Robust Pose Tracking of Noncooperative Spacecraft,2-s2.0-85173136584,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85173136584&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Additive Noise Mechanisms for Making Randomized Approximation Algorithms Differentially Private,2-s2.0-85204483008,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85204483008&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Advancing Machine Learning and Deep Learning Techniques for Predictive Analytics in Cyber Security and Data Science Applications,2-s2.0-85217790947,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217790947&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,An algorithmic framework for differentially private data analysis on trusted processors,2-s2.0-85090174869,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85090174869&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Anomaly Detection in Federated Learning: A Comprehensive Study on Data Poisoning and Energy Consumption Patterns in IoT Devices,2-s2.0-85212859426,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85212859426&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Automatic Evaluation of Disclosure Risks of Text Anonymization Methods,2-s2.0-85138789888,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85138789888&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Backdoor Federated Learning by Poisoning Key Parameters,2-s2.0-85214492406,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85214492406&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"Backdoor attacks and defenses in federated learning: Survey, challenges and future research directions",2-s2.0-85173502862,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85173502862&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,BlendGen: A Blender Add-on for General RGB-D Databases Generation,2-s2.0-85166129764,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85166129764&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Blockchain-Enabled Federated Learning for Security and Privacy in Consumer Electronics Devices,2-s2.0-85215707815,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85215707815&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,CASTLEGUARD: Anonymised Data Streams with Guaranteed Differential Privacy,2-s2.0-85097649914,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85097649914&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Citizen-centered mobile health apps collecting individual-level spatial data for infectious disease management: Scoping review,2-s2.0-85096080112,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85096080112&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Concept Drift Detection Using Ensemble of Integrally Private Models,2-s2.0-85215978495,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85215978495&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"DESIGN OF AN IMPROVED METHOD FOR INTRUSION DETECTION USING CNN, LSTM, AND BLOCK CHAIN",2-s2.0-85216300840,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216300840&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,DP-FSAEA: Differential Privacy for Federated Surrogate-Assisted Evolutionary Algorithms,2-s2.0-85192171598,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85192171598&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,DP-LTGAN: Differentially private trajectory publishing via Locally-aware Transformer-based GAN,2-s2.0-85214117771,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85214117771&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially Private Continual Releases of Streaming Frequency Moment Estimations,2-s2.0-85147542981,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85147542981&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially Private Top-k Items Based on Least Mean Square——Take E-Commerce Platforms for Example,2-s2.0-85063271930,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85063271930&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially private online active learning with applications to anomaly detection,2-s2.0-85002235360,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85002235360&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially private publication of streaming trajectory data,2-s2.0-85086570015,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85086570015&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially private real-time streaming data publication based on sliding window under exponential decay,2-s2.0-85064830268,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85064830268&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially private robust low-rank approximation,2-s2.0-85064839666,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85064839666&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Efficient differentially private F<inf>0</inf>linear sketching,2-s2.0-85115270312,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85115270312&origin=resultslist
