Cited paper title,Cited paper eid,Citing paper title,Citing paper eid,Cited paper link,Citing paper link
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,"22nd IFIP WG 5.1 International Conference on Product Lifecycle Management, PLM 2025",2-s2.0-105023329678,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105023329678&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,"31st European Conference on Systems, Software and Services Process Improvement, EuroSPI 2024",2-s2.0-85204634701,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85204634701&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,"31st European Conference on Systems, Software and Services Process Improvement, EuroSPI 2024",2-s2.0-85204521269,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85204521269&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,A Systematic Mapping Study driven by the margin of error,2-s2.0-85050157441,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85050157441&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,A Systematic Review and Bibliometric Analysis of Automated Multiple-Choice Question Generation,2-s2.0-105028513039,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105028513039&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,A systematic mapping study on the research landscape of LLM-based code clone detection,2-s2.0-105034420118,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105034420118&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,"Artificial Intelligence, Algorithmic Ethics, and Digital Inequality: A Bibliometric Mapping in the Digital Media Era",2-s2.0-105034257363,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105034257363&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,Automating Air Pollution Map Analysis with Multi-Modal AI and Visual Context Engineering,2-s2.0-105028583047,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105028583047&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,"Corrigendum to “Artificial intelligence and the reconfiguration of NPD Teams: Adaptability and skill differentiation in sustainable product innovation” Technovation (2025), 145, 103254 (Technovation (2025) 145, (S0166497225000860), (10.1016/j.technovation.2025.103254))",2-s2.0-105011158462,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105011158462&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,Iterative Requirements-Driven Business Process Modeling and Verification with Large Language Models,2-s2.0-105027328978,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105027328978&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,Lexical-Prior-Free Planning: A Symbol-Agnostic Pipeline that Enables LLMs and LRMs to Plan under Obfuscated Interfaces,2-s2.0-105029572114,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105029572114&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,Mapping Research Trends in Road Safety: A Topic Modeling Perspective,2-s2.0-105037028570,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105037028570&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,Mapping the Intellectual Landscape Of Retrieval-Augmented Generation (RAG): A Bibliometric Analysis,2-s2.0-105029508588,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105029508588&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,Progress and Perspectives of Crop Type Mapping with Remote Sensing: A review,2-s2.0-105028426205,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105028426205&origin=resultslist
Conceptual design of multidimensional cubes with LLMs: An investigation,2-s2.0-105004873652,Systematic mapping study on domain-specific language development tools,2-s2.0-85089982339,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004873652&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85089982339&origin=resultslist
Cost-based Optimization of Multistore Query Plans,2-s2.0-85139405955,"Database Systems in the Big Data Era: Architectures, Performance, and Open Challenges",2-s2.0-105005788470,https://www.scopus.com/record/display.uri?eid=2-s2.0-85139405955&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105005788470&origin=resultslist
Cost-based Optimization of Multistore Query Plans,2-s2.0-85139405955,On the Optimization of Query Plans in Multistores (Discussion Paper),2-s2.0-85173485992,https://www.scopus.com/record/display.uri?eid=2-s2.0-85139405955&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85173485992&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,A Mimic Defense Mechanism for Mobile Communication User Data Based on MSISDN Virtualization,2-s2.0-85051392840,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85051392840&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,A Survey on Privacy-Preserving Enabled Healthcare Services Focusing on Robust Aggregation,2-s2.0-105024865238,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105024865238&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,A novel real-time trajectory compression method for privacy protection,2-s2.0-85148540863,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85148540863&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,A privacy-preserving framework for location recommendation using decentralized collaborative machine learning,2-s2.0-85106587633,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85106587633&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,A review of transport carbon emissions: insights from artificial intelligence and big data,2-s2.0-105020984289,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105020984289&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,AdaTraj-DP: An adaptive privacy framework for context-aware trajectory data publishing,2-s2.0-105026450148,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105026450148&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,"An innovative framework for driving behavior Analysis: Privacy-Preserving, explainable, and adaptive Artificial Intelligence in cyber-physical systems",2-s2.0-105013515486,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105013515486&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Anomaly detection for industrial robots based on temporal graph neural networks and differential privacy,2-s2.0-105033926681,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105033926681&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Citizen-centered mobile health apps collecting individual-level spatial data for infectious disease management: Scoping review,2-s2.0-85096080112,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85096080112&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Enhanced Federated Learning Architecture for Secure Location Privacy,2-s2.0-105027861825,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105027861825&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Lifecycle Management of Federated Learning Artifacts in Industrial Applications,2-s2.0-85184995756,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85184995756&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Movement data anonymity through generalization,2-s2.0-78650868674,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-78650868674&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,PPSTSL: A Privacy-preserving Dynamic Spatio-temporal Graph Data Federated Split Learning for traffic forecasting,2-s2.0-105001325468,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001325468&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,PrivTrajBERT: A semantics-adaptive local differential privacy framework for robust trajectory representation learning,2-s2.0-105030939729,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105030939729&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Privacy preserving online matching on ridesharing platforms,2-s2.0-85083513902,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85083513902&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Privacy-Preserving Federated Learning Framework for Disease Progression Prediction via Temporal-Aware Large Language Modeling,2-s2.0-105012242283,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105012242283&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Privacy-preserving spatiotemporal trajectory generalization publishing scheme with differential privacy,2-s2.0-105004038644,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004038644&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Research and Application of Data Mining and Prediction Algorithms for Connected Vehicles,2-s2.0-105029712848,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105029712848&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Research on Skill-Aware Task Assignment Algorithm under Local Differential Privacy,2-s2.0-105036605256,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105036605256&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,SHFL: K-Anonymity-Based Secure Hierarchical Federated Learning Framework for Smart Healthcare Systems,2-s2.0-85148855236,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85148855236&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Smart Vehicles Recommendation System for Artificial Intelligence-Enabled Communication,2-s2.0-85184323749,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85184323749&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,"Spatial crowdsourcing: Challenges, techniques, and applications",2-s2.0-85036614478,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85036614478&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Spatio-Temporal Aware Next Point-of-Interest Recommendation with Privacy Preserving,2-s2.0-85209594068,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85209594068&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Spatiotemporal score-based federated generative learning for multi-source remote sensing time series in environmental monitoring,2-s2.0-105027898004,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105027898004&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Survey on spatiotemporal crowdsourced data management techniques,2-s2.0-85014428159,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85014428159&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,The Role of Ideology in Motivating Lone Actor Terrorism: An Analysis of the Online Record of the Christchurch Terrorist,2-s2.0-105014152044,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105014152044&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Towards Privacy-Preserving Speech Data Publishing,2-s2.0-85056208324,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85056208324&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Trajectory privacy protection approaches,2-s2.0-105014306707,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105014306707&origin=resultslist
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,Transformer-Based Dynamic Gated Trajectory Privacy-Preserving Generative Adversarial Model,2-s2.0-105022096189,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093926143&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022096189&origin=resultslist
Describing and Assessing Cubes Through Intentional Analytics,2-s2.0-85165002810,Causal Banzhaf Value for Aggregate Query Explanations,2-s2.0-86000261901,https://www.scopus.com/record/display.uri?eid=2-s2.0-85165002810&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000261901&origin=resultslist
Explaining cube measures through Intentional Analytics,2-s2.0-85180538265,Event sequence processing: New models and optimization techniques,2-s2.0-77954915998,https://www.scopus.com/record/display.uri?eid=2-s2.0-85180538265&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-77954915998&origin=resultslist
Explaining cube measures through Intentional Analytics,2-s2.0-85180538265,Nested pattern queries processing optimization over multi-dimensional event streams,2-s2.0-84891321897,https://www.scopus.com/record/display.uri?eid=2-s2.0-85180538265&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84891321897&origin=resultslist
Explaining cube measures through Intentional Analytics,2-s2.0-85180538265,The evolution of amazon redshift (Extended abstrac,2-s2.0-85119956540,https://www.scopus.com/record/display.uri?eid=2-s2.0-85180538265&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85119956540&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"1st International Conference on Intelligent Systems and Applications, ICISA 2022",2-s2.0-85146735479,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85146735479&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"2nd international conference Artificial Intelligence and Industrial Applications, A2IA 2023",2-s2.0-85174491640,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85174491640&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"2nd international conference Artificial Intelligence and Industrial Applications, A2IA 2023",2-s2.0-85174463234,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85174463234&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"4th Global Conference on Entrepreneurship and Economy in an Era of Uncertainty, EEEU 2024",2-s2.0-105009400505,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105009400505&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"51st Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2025",2-s2.0-105016707202,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105016707202&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"51st Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2025",2-s2.0-105016694331,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105016694331&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"51st Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2025",2-s2.0-105016159497,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105016159497&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"5th International Conference on Advances in AI for Biomedical Instrumentation, Electronics and Computing, ICABEC 2023",2-s2.0-85199158909,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85199158909&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"6th International Conference on Entrepreneurship, Innovation and Leadership, ICEIL 2024",2-s2.0-105017376641,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105017376641&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,A Comprehensive Review of Advancements and Challenges in Fake News Detection,2-s2.0-105015997804,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105015997804&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,A Systematic Lifecycle-Referenced Capability Mapping of MLOps Platforms for Energy Forecasting,2-s2.0-105037083340,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105037083340&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,A Systematic Literature Review of Software Traceability Links Automation Techniques,2-s2.0-85173597434,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85173597434&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,A Systematic Literature Review on Flow Data-Based Techniques for Automated Leak Management in Water Distribution Systems,2-s2.0-105009282789,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105009282789&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"A Systematic Literature Review on the Applications, Models, Limitations, and Future Directions of Generative Adversarial Networks",2-s2.0-105022072448,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022072448&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,A Systematic Review and Bibliometric Analysis of Automated Multiple-Choice Question Generation,2-s2.0-105028513039,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105028513039&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,A Systematic Review of Explainable Artificial Intelligence in Terms of Different Application Domains and Tasks,2-s2.0-85123898494,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85123898494&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,A research roadmap for AI opportunities in student assessment for medical education,2-s2.0-105023204416,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105023204416&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,A survey on LLM-as-a-judge,2-s2.0-105034646604,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105034646604&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,A systematic review of cross-patient approaches for EEG epileptic seizure prediction,2-s2.0-85211032608,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211032608&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,AI applications for structural design automation,2-s2.0-105014516941,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105014516941&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"AI, Robotics, and Learning: Restructuring the English Language Pedagogy",2-s2.0-105030981207,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105030981207&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,AI-Driven Personalization in Social Commerce for SME Sustainability in Developing Countries,2-s2.0-105032594719,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105032594719&origin=resultslist
