Cited paper title,Cited paper eid,Citing paper title,Citing paper eid,Cited paper link,Citing paper link
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Automatic Evaluation of Disclosure Risks of Text Anonymization Methods,2-s2.0-85138789888,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85138789888&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,DP-LTGAN: Differentially private trajectory publishing via Locally-aware Transformer-based GAN,2-s2.0-85214117771,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85214117771&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"Federated Learning and Privacy, Challenges, Threat and Attack Models, and Analysis",2-s2.0-85199107660,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85199107660&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Preserving Location Privacy with Semantic-Aware Indistinguishability,2-s2.0-85209586258,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85209586258&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Reciprocal Bucketization (RB) - An Efficient Data Anonymization Model for Smart Hospital Data Publishing,2-s2.0-85185324120,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85185324120&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Synthetic Trajectory Generation Through Convolutional Neural Networks,2-s2.0-105002035984,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002035984&origin=resultslist
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,Interestingness Measures for Exploratory Data Analysis: a Survey,2-s2.0-85210151391,https://www.scopus.com/record/display.uri?eid=2-s2.0-85113712544&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85210151391&origin=resultslist
COOL: A framework for conversational OLAP,2-s2.0-85103428030,Optimal Stacked Sparse Auto-encoder based Online Analytic Processing (OLAP) Hypercube Text Analysis,2-s2.0-105002052215,https://www.scopus.com/record/display.uri?eid=2-s2.0-85103428030&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002052215&origin=resultslist
Cost-based Optimization of Multistore Query Plans,2-s2.0-85139405955,On the Optimization of Query Plans in Multistores (Discussion Paper),2-s2.0-85173485992,https://www.scopus.com/record/display.uri?eid=2-s2.0-85139405955&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85173485992&origin=resultslist
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,Internet of Things (IoT) in Soil Management for Achieving Smart Agriculture,2-s2.0-85181548023,https://www.scopus.com/record/display.uri?eid=2-s2.0-85100942957&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85181548023&origin=resultslist
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,Measurement of surface respiration: An IoT approach,2-s2.0-85211961722,https://www.scopus.com/record/display.uri?eid=2-s2.0-85100942957&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211961722&origin=resultslist
Describing and Assessing Cubes Through Intentional Analytics,2-s2.0-85165002810,Causal Banzhaf Value for Aggregate Query Explanations,2-s2.0-86000261901,https://www.scopus.com/record/display.uri?eid=2-s2.0-85165002810&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000261901&origin=resultslist
Enhancing Cubes with Models to Describe Multidimensional Data,2-s2.0-85107683405,Data Cube Technology for Accessing of Large Database,2-s2.0-85186675157,https://www.scopus.com/record/display.uri?eid=2-s2.0-85107683405&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85186675157&origin=resultslist
Towards a foundational API for resilient distributed systems design,2-s2.0-85035209468,Addressing Collective Computations Efficiency: Towards a Platform-level Reinforcement Learning Approach,2-s2.0-85142336363,https://www.scopus.com/record/display.uri?eid=2-s2.0-85035209468&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85142336363&origin=resultslist
Towards a foundational API for resilient distributed systems design,2-s2.0-85035209468,Distributed applications and interoperable systems,2-s2.0-84928253676,https://www.scopus.com/record/display.uri?eid=2-s2.0-85035209468&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84928253676&origin=resultslist
Towards a foundational API for resilient distributed systems design,2-s2.0-85035209468,Holomorphic differentials of Klein four covers,2-s2.0-85151817306,https://www.scopus.com/record/display.uri?eid=2-s2.0-85035209468&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85151817306&origin=resultslist
Towards a foundational API for resilient distributed systems design,2-s2.0-85035209468,On merging hidden Markov models with deformable templates,2-s2.0-0029530383,https://www.scopus.com/record/display.uri?eid=2-s2.0-85035209468&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-0029530383&origin=resultslist
