Cited paper title,Cited paper eid,Citing paper title,Citing paper eid,Cited paper link,Citing paper link
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"10th International Conference on Computational Data and Social Networks, CSoNet 2021",2-s2.0-85121867653,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85121867653&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"14th EAI International Conference on Mobile Multimedia Communications, Mobimedia 2021",2-s2.0-85119434350,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85119434350&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"18th International Symposium on Algorithms and Data Structures, WADS 2023",2-s2.0-85172791369,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85172791369&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"22nd International Conference on Web Engineering, ICWE 2022",2-s2.0-85135074985,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85135074985&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"29th Australasian Database Conference, ADC 2018",2-s2.0-85047958153,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047958153&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"47th International Conference on Very Large Data Bases, VLDB 2021",2-s2.0-85115628837,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85115628837&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"47th International Conference on Very Large Data Bases, VLDB 2021",2-s2.0-85115288921,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85115288921&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"47th International Conference on Very Large Data Bases, VLDB 2021",2-s2.0-85115171010,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85115171010&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Federated Learning-Based Approach for Predicting Cross-Domain Network Attack Behavior,2-s2.0-85186686193,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85186686193&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Fully Privacy-Preserving Solution for Anomaly Detection in IoT using Federated Learning and Homomorphic Encryption,2-s2.0-85176413056,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85176413056&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Local Differential Privacy Trajectory Protection Method Based on Temporal and Spatial Restrictions for Staying Detection,2-s2.0-85174325365,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85174325365&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Mimic Defense Mechanism for Mobile Communication User Data Based on MSISDN Virtualization,2-s2.0-85051392840,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85051392840&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A Survey on Federated Unlearning,2-s2.0-85184368860,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85184368860&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"A contemplative perspective on federated machine learning: Taxonomy, threats &amp; vulnerability assessment and challenges",2-s2.0-85108078935,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85108078935&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A federated and explainable approach for insider threat detection in IoT,2-s2.0-85174156807,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85174156807&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A framework for monitoring movements of pandemic disease patients based on GPS trajectory datasets,2-s2.0-85118169345,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85118169345&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"A multifaceted survey on privacy preservation of federated learning: progress, challenges, and opportunities",2-s2.0-85196529343,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85196529343&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A novel real-time trajectory compression method for privacy protection,2-s2.0-85148540863,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85148540863&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,A privacy-aware visual query approach for location-based data,2-s2.0-85165625550,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85165625550&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,An algorithmic framework for differentially private data analysis on trusted processors,2-s2.0-85090174869,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85090174869&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Automatic Evaluation of Disclosure Risks of Text Anonymization Methods,2-s2.0-85138789888,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85138789888&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"Backdoor attacks and defenses in federated learning: Survey, challenges and future research directions",2-s2.0-85173502862,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85173502862&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,CASTLEGUARD: Anonymised Data Streams with Guaranteed Differential Privacy,2-s2.0-85097649914,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85097649914&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Citizen-centered mobile health apps collecting individual-level spatial data for infectious disease management: Scoping review,2-s2.0-85096080112,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85096080112&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Colossal Trajectory Mining: A unifying approach to mine behavioral mobility patterns,2-s2.0-85174707802,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85174707802&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,DP-FSAEA: Differential Privacy for Federated Surrogate-Assisted Evolutionary Algorithms,2-s2.0-85192171598,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85192171598&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially Private Continual Releases of Streaming Frequency Moment Estimations,2-s2.0-85147542981,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85147542981&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially Private Top-k Items Based on Least Mean Square——Take E-Commerce Platforms for Example,2-s2.0-85063271930,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85063271930&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially private online active learning with applications to anomaly detection,2-s2.0-85002235360,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85002235360&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially private publication of streaming trajectory data,2-s2.0-85086570015,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85086570015&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially private real-time streaming data publication based on sliding window under exponential decay,2-s2.0-85064830268,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85064830268&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Differentially private robust low-rank approximation,2-s2.0-85064839666,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85064839666&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Efficient differentially private F<inf>0</inf>linear sketching,2-s2.0-85115270312,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85115270312&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Evolutionary Dynamic Database Partitioning Optimization for Privacy and Utility,2-s2.0-85167802153,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85167802153&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Fed-PEMC: A Privacy-Enhanced Federated Deep Learning Algorithm for Consumer Electronics in Mobile Edge Computing,2-s2.0-85182386851,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85182386851&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"Federated Learning Based Privacy Ensured Sensor Communication in IoT Networks: A Taxonomy, Threats and Attacks",2-s2.0-85159721210,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85159721210&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Federated Learning with Heterogeneous Models for On-device Malware Detection in IoT Networks,2-s2.0-85162704740,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85162704740&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Federated learning using game strategies: State-of-the-art and future trends,2-s2.0-85149273973,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85149273973&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"Federated learning vulnerabilities, threats and defenses: A systematic review and future directions",2-s2.0-85173851121,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85173851121&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Federated principal component analysis,2-s2.0-85106580151,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85106580151&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Gossip gradient descent,2-s2.0-85054743913,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054743913&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,HyObscure: Hybrid Obscuring for Privacy-Preserving Data Publishing,2-s2.0-85177058760,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85177058760&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,Industry 4.0 and Beyond: Enabling Digital Transformation and Sustainable Growth in Industry X.0,2-s2.0-85186101828,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85186101828&origin=resultslist
A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,"International Conference on Privacy in Statistical Databases, PSD 2022",2-s2.0-85138790101,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132525373&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85138790101&origin=resultslist
